netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.SMF2,-118.446274,34.022011,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.116613,6.0,16.0,0.00144455,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,366.6461
CI.SMF2,-118.446274,34.022011,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.17,55.44,0.2,1.058601,3.0,22.0,0.00020496,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,1.5,366.6461
CI.SMF2,-118.446274,34.022011,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.29,64.998,0.2,0.71128,1.0,11.0,0.0004262,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.015385088771962213,3.0,366.6461
CI.SMI,-120.351318,34.038181,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.02,235.619,0.2,0.418458,6.0,14.0,0.00633691,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,0.75,452.6376
CI.SMI,-120.351318,34.038181,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,0.286023,3.0,12.0,0.00103745,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,452.6376
CI.SMI,-120.351318,34.038181,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.49,38.468,0.2,1.414857,1.0,6.0,0.00473881,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025995632733700737,3.0,452.6376
CI.SMW,-120.409973,35.011082,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,3.334307,6.0,20.0,0.0126621,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,674.936
CI.SMW,-120.409973,35.011082,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.28,33.66,0.2,1.784965,3.0,8.0,0.007863,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,1.5,674.936
CI.SMW,-120.409973,35.011082,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.02,942.478,0.2,1.292587,1.0,23.0,0.00706648,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,3.0,674.936
CI.SNO,-116.807777,34.035149,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.2,23.562,0.2,7.85128,6.0,18.0,0.00380325,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.042441218911807146,0.75,819.0
CI.SNO,-116.807777,34.035149,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,1.538927,3.0,15.0,0.00329576,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,819.0
CI.SNO,-116.807777,34.035149,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.03,628.319,0.2,0.441429,1.0,11.0,0.00609199,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.001591548242214544,3.0,819.0
CI.SOC,-117.580132,33.387611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,2.160282,6.0,21.0,0.00483833,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,478.534
CI.SOC,-117.580132,33.387611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.09,104.72,0.2,0.360608,3.0,29.0,8.939e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,1.5,478.534
CI.SOC,-117.580132,33.387611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.42,44.88,0.2,1.161831,1.0,17.0,1.307e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.022281639928698752,3.0,478.534
CI.SOL2,-118.289001,34.436001,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.16,29.452,0.2,4.287188,6.0,16.0,0.00573655,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03395355154149124,0.75,580.6598
CI.SOL2,-118.289001,34.436001,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,0.266481,3.0,6.0,0.00300789,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,580.6598
CI.SOL2,-118.289001,34.436001,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.35,53.856,0.2,1.529268,1.0,9.0,0.00265998,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.018568033273915627,3.0,580.6598
CI.SPF,-118.646141,34.05933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.14,33.66,0.2,0.61979,6.0,20.0,0.00056698,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,0.75,705.0
CI.SPF,-118.646141,34.05933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.26,36.249,0.2,1.008101,3.0,13.0,0.00051338,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,1.5,705.0
CI.SPF,-118.646141,34.05933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.47,40.105,0.2,0.538434,1.0,6.0,0.00146541,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024934546814611647,3.0,705.0
CI.SRN,-117.789383,33.828541,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.22,21.42,0.2,11.063181,6.0,12.0,0.01759324,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.046685340802987856,0.75,340.4983
CI.SRN,-117.789383,33.828541,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,3.624602,3.0,24.0,0.00182241,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,340.4983
CI.SRN,-117.789383,33.828541,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,0.940295,1.0,19.0,0.00048957,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,340.4983
CI.SRT,-117.750511,35.692348,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.835781,6.0,16.0,0.00913238,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,422.0535
CI.SRT,-117.750511,35.692348,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.08,117.81,0.2,0.217208,3.0,23.0,0.00038838,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,1.5,422.0535
CI.SRT,-117.750511,35.692348,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.46,40.977,0.2,2.010217,1.0,11.0,0.00041359,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,3.0,422.0535
CI.STC,-119.18676,34.30302,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.16,29.452,0.2,1.529999,6.0,13.0,0.00409043,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03395355154149124,0.75,317.2422
CI.STC,-119.18676,34.30302,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,2.952401,3.0,24.0,0.0011734,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,317.2422
CI.STC,-119.18676,34.30302,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.23,81.955,0.2,0.657972,1.0,13.0,0.00043971,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012201818070892564,3.0,317.2422
CI.STS,-118.198776,33.790329,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.04,117.81,0.2,1.453866,6.0,23.0,0.00690903,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,0.75,246.8506
CI.STS,-118.198776,33.790329,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,2.990249,3.0,25.0,0.00139539,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,246.8506
CI.STS,-118.198776,33.790329,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,0.657756,1.0,22.0,0.0003384,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,246.8506
CI.SUN,-117.693939,34.21048,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,1.17466,6.0,11.0,0.00566843,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,900.0
CI.SUN,-117.693939,34.21048,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.29,32.499,0.2,2.102035,3.0,9.0,0.00485201,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.030770177543924426,1.5,900.0
CI.SUN,-117.693939,34.21048,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.08,235.619,0.2,1.163678,1.0,22.0,0.00211727,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,3.0,900.0
CI.SVD,-117.098221,34.106468,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.25,18.85,0.2,23.818166,6.0,12.0,0.0271996,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05305039787798408,0.75,624.0
CI.SVD,-117.098221,34.106468,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.08,117.81,0.2,3.232926,3.0,17.0,0.00822543,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,1.5,624.0
CI.SVD,-117.098221,34.106468,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.28,67.32,0.2,0.74712,1.0,10.0,0.00193879,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,3.0,624.0
CI.SWP,-116.097183,32.79184,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.16,29.452,0.2,3.57957,6.0,13.0,0.00776147,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03395355154149124,0.75,461.4176
CI.SWP,-116.097183,32.79184,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.365044,3.0,26.0,0.00060254,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,461.4176
CI.SWP,-116.097183,32.79184,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,0.530038,1.0,23.0,0.00013094,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,461.4176
CI.SWS,-115.799881,32.94508,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.19,24.802,0.2,1.329718,6.0,13.0,0.00265035,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.040319329086364,0.75,469.3636
CI.SWS,-115.799881,32.94508,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.35,26.928,0.2,0.488385,3.0,8.0,0.00120746,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.037136066547831255,1.5,469.3636
CI.SWS,-115.799881,32.94508,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.3,62.832,0.2,0.283248,1.0,10.0,0.00032712,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,3.0,469.3636
CI.SYP,-119.97834,34.527748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.05,94.248,0.2,0.270159,6.0,20.0,0.00091927,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,0.75,600.0
CI.SYP,-119.97834,34.527748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.11,85.68,0.2,0.395355,3.0,20.0,0.00034354,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,1.5,600.0
CI.SYP,-119.97834,34.527748,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.07,269.279,0.2,1.221201,1.0,28.0,0.00186934,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.003713620445708726,3.0,600.0
CI.TA2,-117.678223,34.38203,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.2,23.562,0.2,2.67941,6.0,13.0,0.00367278,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.042441218911807146,0.75,595.0
CI.TA2,-117.678223,34.38203,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,0.81878,3.0,8.0,0.00467965,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,595.0
CI.TA2,-117.678223,34.38203,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.14,134.64,0.2,0.312149,1.0,15.0,0.00066124,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,3.0,595.0
CI.THM,-116.077339,33.650661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.38,12.401,0.2,2.34816,6.0,10.0,0.00112782,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.080638658172728,0.75,412.7556
CI.THM,-116.077339,33.650661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.13,72.498,0.2,0.713732,3.0,22.0,0.00031728,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,1.5,412.7556
CI.THM,-116.077339,33.650661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.29,64.998,0.2,0.855203,1.0,20.0,3.518e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.015385088771962213,3.0,412.7556
CI.TIN,-118.230087,37.054218,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.39,12.083,0.2,5.268704,6.0,12.0,0.00155975,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.08276090374906894,0.75,895.024
CI.TIN,-118.230087,37.054218,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.108737,3.0,28.0,6.281e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,895.024
CI.TIN,-118.230087,37.054218,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.52,36.249,0.2,1.275414,1.0,14.0,1.693e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,3.0,895.024
CI.TOW2,-117.764877,35.808559,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,4.116313,6.0,14.0,0.09234173,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,605.7896
CI.TOW2,-117.764877,35.808559,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.03,314.159,0.2,2.449543,3.0,25.0,0.00792568,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0031831015504887655,1.5,605.7896
CI.TOW2,-117.764877,35.808559,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.01,1884.956,0.2,0.346317,1.0,15.0,0.00304995,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0005305163621856426,3.0,605.7896
CI.TPO,-118.228638,34.87883,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,2.647121,6.0,16.0,0.00598412,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,504.8633
CI.TPO,-118.228638,34.87883,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,3.508975,3.0,20.0,0.00065903,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,504.8633
CI.TPO,-118.228638,34.87883,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.29,64.998,0.2,1.706327,1.0,11.0,0.00181274,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.015385088771962213,3.0,504.8633
CI.TUQ,-115.923889,35.435841,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.199047,6.0,14.0,0.00316543,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,538.1359
CI.TUQ,-115.923889,35.435841,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,3.661114,3.0,31.0,0.02048465,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,538.1359
CI.TUQ,-115.923889,35.435841,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.19,99.208,0.2,1.623515,1.0,22.0,0.0002071,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010079832271591,3.0,538.1359
CI.VCS,-118.117813,34.483719,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,1.011236,6.0,20.0,0.00158288,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,385.525
CI.VCS,-118.117813,34.483719,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.120712,3.0,16.0,0.00180832,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,385.525
CI.VCS,-118.117813,34.483719,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,1.600455,1.0,29.0,0.00039868,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,385.525
CI.VDJ,-114.571449,34.189861,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.03,157.08,0.2,0.631796,6.0,13.0,0.00881713,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,0.75,859.1379
CI.VDJ,-114.571449,34.189861,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.22,42.84,0.2,0.981349,3.0,15.0,0.00076936,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,1.5,859.1379
CI.VDJ,-114.571449,34.189861,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.31,60.805,0.2,2.417147,1.0,21.0,5.374e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016446015952635475,3.0,859.1379
CI.VOG,-119.382263,36.32098,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.19,24.802,0.2,0.589894,6.0,15.0,0.00084026,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.040319329086364,0.75,212.7145
CI.VOG,-119.382263,36.32098,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.374481,3.0,5.0,0.00890451,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,212.7145
CI.VOG,-119.382263,36.32098,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.2,94.248,0.2,0.969512,1.0,3.0,0.03261156,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,3.0,212.7145
CI.VTV,-117.329597,34.56065,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.45,10.472,0.2,1.907536,6.0,10.0,0.00071241,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.09549274255156609,0.75,455.5627
CI.VTV,-117.329597,34.56065,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.773783,3.0,8.0,0.03208267,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,455.5627
CI.VTV,-117.329597,34.56065,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.16,117.81,0.2,1.636411,1.0,20.0,0.0006947,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,3.0,455.5627
CI.WBS,-118.14035,35.53664,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.108535,6.0,21.0,0.00100112,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,599.0
CI.WBS,-118.14035,35.53664,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.62,15.201,0.2,0.760121,3.0,7.0,0.00053491,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.06578514571409776,1.5,599.0
CI.WBS,-118.14035,35.53664,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,1.328435,1.0,29.0,7.513e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,599.0
CI.WES,-115.731613,32.759041,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,5.788868,6.0,13.0,0.05835612,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,241.9547
CI.WES,-115.731613,32.759041,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.22,42.84,0.2,3.646798,3.0,11.0,0.00714215,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,1.5,241.9547
